"UFC1,10.53146857,"
"USP21,8.16484713,"
"PPOX,5.785779112,"
"NDUFS2,8.628615906,"
"FCER1G,9.460073182,"
"TOMM40L,6.810405297,"
"PCP4L1,7.017259186,"
"SDHC,10.80227938,"
"FCGR2A,8.852799956,"
"HSPA6,7.924027508,"
"FCGR2C,11.47305015,"
"HSPA7,8.84203549,"
"FCGR2B,9.139928177,"
"FCRLA,5.613443525,"
"FCRLB,6.312749157,"
"DUSP12,6.709209017,"
"ATF6,9.242778183,"
"NOS1AP,6.974383222,"
"UHMK1,8.19367249,"
"UAP1,8.681670436,"
"DDR2,10.6705585,"
"HSD17B7,5.954839172,"
"RGS4,6.136847254,"
"NUF2,4.989033114,"
"PBX1,9.412089067,"
"LRRC52,4.739222434,"
"MGST3,10.87281166,"
"ALDH9A1,9.01064424,"
"UCK2,8.274821359,"
"FMO9P,4.209628132,"
"POGK,7.987036484,"
"MAEL,4.188311277,"
"DUSP27,5.748703827,"
"POU2F1,8.824846289,"
"RCSD1,7.795289645,"
"LOC100128751,6.067702238,"
"MPZL1,9.334296955,"
"DCAF6,9.162024638,"
"TIPRL,7.553518603,"
"SFT2D2,8.225489201,"
"TBX19,6.744346583,"
"XCL1,6.4480772,"
"ATP1B1,8.506894848,"
"BLZF1,8.296457216,"
"SCYL3,7.409085256,"
"GORAB,6.494230723,"
"PRRX1,10.40320496,"
"C1orf129,3.42968482,"
"FMO3,7.63751627,"
"FMO6P,4.523085946,"
"FMO2,9.564657884,"
"FMO1,7.97937244,"
"FMO4,7.769403803,"
"BAT2L2,9.968116254,"
"METTL13,7.271675065,"
"DNM3,7.131173268,"
"C1orf105,3.872249528,"
"C1orf9,7.279996212,"
"FASLG,5.792256616,"
"PRDX6,10.47676273,"
"KLHL20,8.703455571,"
"DARS2,7.196753113,"
"ZBTB37,7.508432389,"
"RABGAP1L,6.982765677,"
"GPR52,6.289568865,"
"CACYBP,7.684427209,"
"TNN,6.827861016,"
"PAPPA2,5.493956857,"
"FAM5B,5.725630816,"
"RASAL2,7.755944734,"
"C1orf49,4.655454637,"
"C1orf220,6.118452464,"
"RALGPS2,7.006470329,"
"FAM20B,8.377358033,"
"TOR3A,6.745195145,"
"SOAT1,7.603185185,"
"C1orf125,3.701853395,"
"TDRD5,4.701355211,"
"FAM163A,5.633868428,"
"TOR1AIP1,9.662561772,"
"CEP350,8.428553193,"
"QSOX1,8.254911088,"
"LHX4,5.59788998,"
"XPR1,8.122755673,"
"KIAA1614,6.457785085,"
"MR1,8.015326528,"
"IER5,8.728105496,"
"LOC100287948,4.506877424,"
"CACNA1E,5.468877198,"
"NCRNA00272,5.177463079,"
"RGSL1,4.34711068,"
"NPL,9.008060123,"
"DHX9,7.444311574,"
"LAMC1,10.41720904,"
"LAMC2,6.127717658,"
"SMG7,8.462596729,"
"RGL1,9.80127757,"
"TSEN15,8.24780334,"
"C1orf21,9.21052399,"
"RNF2,7.628350712,"
"C1orf26,6.839275859,"
"HMCN1,8.07485318,"
"PRG4,9.620396667,"
"C1orf27,6.986415702,"
"OCLM,6.316636305,"
"PLA2G4A,6.459681073,"
"C1orf99,4.416786465,"
"RGS18,5.178749597,"
"RGS21,4.018299515,"
"RGS1,6.965342436,"
"RGS13,4.901675432,"
"RPS27A,9.631564931,"
"RGS2,9.558841714,"
"TROVE2,7.954102062,"
"CDC73,9.361776984,"
"CFH,9.832274672,"
"CFHR3,3.548162285,"
"CFHR1,5.476733316,"
"CFHR4,4.655454637,"
"CFHR2,3.748847252,"
"CFHR5,4.028768197,"
"CRB1,5.163014253,"
"C1orf53,6.950288096,"
"LHX9,5.581950018,"
"NEK7,9.680599202,"
"PTPRC,8.104909176,"
"NR5A2,6.83100552,"
"FAM58B,6.284750989,"
"CAMSAP1L1,8.151322429,"
"GPR25,7.911563905,"
"C1orf106,6.561391563,"
"IGFN1,6.85310449,"
"PKP1,7.272276731,"
"RPS10P7,6.144553316,"
"NAV1,9.028392442,"
"IPO9,8.442920837,"
"SHISA4,7.785740254,"
"TIMM17A,7.203816628,"
"RNPEP,9.244116371,"
"ELF3,5.915452713,"
"GPR37L1,7.511705729,"
"LGR6,6.302422287,"
"PPP1R12B,7.881517401,"
"OCR1,7.65739499,"
"TMEM183A,9.246436353,"
"PPFIA4,6.102375837,"
"ADORA1,7.47520062,"
"BTG2,10.68050973,"
"PRELP,9.809385922,"
"OPTC,5.792428635,"
"ATP2B4,10.44436498,"
"NCRNA00260,5.860118845,"
"LAX1,6.071108996,"
"ZC3H11A,8.89902364,"
